Vocab Word|Page|Type of Plural|Arabic|Plural|Alt. Plural|Fem. Sing.|Fem. Plural|Part of Speech|Verb Type
greedy|132||طَمّاع|طَمّاعِين||طَمّاعة|طَمّاعات|n, adj|
covetous|132||طَمّاع|طَمّاعِين||طَمّاعة|طَمّاعات|n, adj|
hard (physically)|132||قاسِي|قاسْيِين||قاسْية|قاسْيات|n, adj|
harmful|132||مُضِرّ|مُضِرِّين||مُضِرّة|مُضِرّات|n, adj|
heavy|132||ثَقِيل|ثَقِيلِين||ثَقِيلة|ثَقِيلات|n, adj|
hero|132||بَطَل|أبْطال||بَطَلة|بَطَلات|n|
hesitant|132||مِتْرَدِّد|مِتْرَدِّدِين||مِتْرَدِّدة|مِتْرَدِّدات|n, adj|
hesitant|132||مِحْتار|مِحْتارِين||مِحْتارة|مِحْتارات|n, adj|
unsure|132||مِحْتار|مِحْتارِين||مِحْتارة|مِحْتارات|n, adj|
unsure|132||مِتْرَدِّد|مِتْرَدِّدِين||مِتْرَدِّدة|مِتْرَدِّدات|n, adj|
high|132||عالِي|عالْيِين||عالْية|عالْيات|n, adj|
honest|132||صادِق|صادْقِين||صادْقة|صادْقات|n, adj|
hope|132||أَمَل|آمال||||n|
hot (people)|133||شَوْبان|شَوْبانِين||شَوْبانة|شَوْبانات|n, adj|
hot (people)|133||مْشَوِّب|مْشَوْبِين||مْشَوْبة|مْشَوْبات|n, adj|
hot (things)|133||ساخِن|ساخْنِين||ساخْنة|ساخْنات|n, adj|
huge|133||جِهِم|جِهْمِين||جِهْمة|جِهْمات|n, adj|
huge|133||ضَخِم|ضَخْمِين||ضَخْمة|ضَخْمات|n, adj|
enormous|133||جِهِم|جِهْمِين||جِهْمة|جِهْمات|n, adj|
enormous|133||ضَخِم|ضَخْمِين||ضَخْمة|ضَخْمات|n, adj|
humble|133||مِتْواضِع|مِتْواضْعِين||مِتْواضْعة|مِتْواضْعات|n, adj|
modest|133||مِتْواضِع|مِتْواضْعِين||مِتْواضْعة|مِتْواضْعات|n, adj|
hungry|133||جُعان|جَعانِين||جُعانة|جُعانات|n, adj|
hustler|133||مُحْتال|مُحْتالِين||مُحْتالة|مُحْتالات|n, adj|
fraudster|133||مُحْتال|مُحْتالِين||مُحْتالة|مُحْتالات|n, adj|
incomplete|133||ناقِص|ناقْصِين||ناقْصة|ناقْصات|n, adj|
incredible|133||رَهِيب|رَهِيبِين||رَهِيبة|رَهِيبات|n, adj|
fabulous|133||رَهِيب|رَهِيبِين||رَهِيبة|رَهِيبات|n, adj|
jealous|133||غَيُّور|غَيُّورِين||غَيُّورة|غَيُّورات|n, adj|
big (things)|133||كْبِير|كْبار||كْبِيرة|كْبار|n, adj|
old (people)|133||كْبِير|كْبار||كْبِيرة|كْبار|n, adj|
lazy|133||كَسْلان|كَسلانِين||كَسْلانة|كَسْلانات|n, adj|
liar|133||كَذَاب|كَذّابِين||كَذّابة|كَذّابات|n, adj|
light (not heavy)|133||خَفِيف|خَفِيفِين||خَفِيفة|خَفِيفات|n, adj|
lonely|133||وَحِيد|وَحِيدِين||وَحِيدة|وَحِيدات|n, adj|
only|133||وَحِيد|وَحِيدِين||وَحِيدة|وَحِيدات|n, adj|
long|133||طَوِيل|طَوِيلِين||طَوِيلة|طَوِيلات|n, adj|
tall|133||طَوِيل|طَوِيلِين||طَوِيلة|طَوِيلات|n, adj|
loser|133||فاشِل|فاشْلِين||فاشْلة|فاشْلات|n|
love|133||حُبّ|||||n|
low|133||واطِي|واطْيِين||واطْية|واطْيات|n, adj|
lukewarm|133||فاتِر|||فاتْرة||adj|
cool|||فاتِر|||فاتْرة||adj|
warm|133||حامِي|||حامْية||adj|
hot|||حامِي|||حامْية||adj|
malicious|133||خَبِيث|خَبِيثِين||خَبِيثة|خَبِيثات|n, adj|
malignant|133||خَبِيث|خَبِيثِين||خَبِيثة|خَبِيثات|n, adj|
messy|133||مْبَرْبَش|مْبَرْبَشِين||مْبَرْبَسة|مْبَرْبَشات|n, adj|
messy|133||مْكَرْكَب|مْكَرْكَبِين||مْكَرْكَبة|مْكَرْكَبات|n, adj|
mighty|133||جَبّار|جَبّارِين||جَبّارة|جَبّارات|n, adj|
missing|133||شُوق|أشْواق||||n|
longing|133||شُوق|أشْواق||||n|
yearning|133||شُوق|أشْواق||||n|
modern|133||حَدِيث|حَدِيثِين||حَدِيثة|حَدِيثات|n, adj|
monster|134||وَحِش|أوْحُوش||وَحْشة||n|
beast|134||وَحِش|أوْحُوش||وَحْشة||n|
moody|134||مَزاجِي|مَزاجِيِّين||مَزاجِيّة|مَزاجِيّات|n, adj|
narrow|134||ضِيِّق|ضِيقِين||ضِيْقة|ضِيقات|n, adj|
tight|134||ضِيِّق|ضِيقِين||ضِيْقة|ضِيقات|n, adj|
close|134||قَرِيب|قَرِيبِين||قَرِيبة|قَرِيبات|n, adj|
near|134||قَرِيب|قَرِيبِين||قَرِيبة|قَرِيبات|n, adj|
neat|134||مْرَتَّب|مْرَتَّبِين||مْرَتَّبة|مْرَتَّبات|n, adj|
tidy|134||مْرَتَّب|مْرَتَّبِين||مْرَتَّبة|مْرَتَّبات|n, adj|
organized|134||مْرَتَّب|مْرَتَّبِين||مْرَتَّبة|مْرَتَّبات|n, adj|
nervous|134||مِتْوَتِّر|مِتْوَتْرِين||مِتْوَتْرة|مِتْوَتْرات|n, adj|
new|134||جْدِيد|أجْداد||جْدِيدة||adj|
noble|134||شَهِم|||||n, adj|
gallant|134||شَهِم|||||n, adj|
old (things)|134||قَدِيم|قَدِيمِين||قَدِيمة|قَدِيمات|n, adj|
open-minded|134||مُنْفَتِح|مُنْفَتِحِين||مُنْفَتِحة|مُنْفَتِحات|n, adj|
overjoyed|134||مْكَيِّف|مْكَيْفِين||مْكَيْفة|مْكَيْفات|n, adj|
ecstatic|134||مْكَيِّف|مْكَيْفِين||مْكَيْفة|مْكَيْفات|n, adj|
patience|134||صَبِر|||||n|
endurance|134||صَبِر|||||n|
patient|134||صَبُور|صَبُورِين||صَبُورة|صَبُورات|n, adj|
enduring|134||صَبُور|صَبُورِين||صَبُورة|صَبُورات|n, adj|
polite|134||خَلُوق|خَلُوقِين||خَلُوقة|خَلُوقات|n, adj|
well-mannered|134||خَلُوق|خَلُوقِين||خَلُوقة|خَلُوقات|n, adj|
poor (money)|134||فَقِير|فَقِيرِين|فُقَراء|فَقِيرة|فَقِيرات|n, adj|
poor (pity)|134||مَسْكِين|مَساكِين||مَسْكِينة|مَسْكِينات|n, adj|
pitiful|134||مَسْكِين|مَساكِين||مَسْكِينة|مَسْكِينات|n, adj|
proud|134||فَخُور|فَخُورِين||فَخُورة|فَخُورات|n, adj|
quick|134||سَرِيع|سَرِيعِين||سَرِيعة|سَرِيعات|n, adj|
fast|134||سَرِيع|سَرِيعِين||سَرِيعة|سَرِيعات|n, adj|
quiet|134||هادِي|هادْيِين||هادْية|هادْيات|n, adj|
calm|134||هادِي|هادْيِين||هادْية|هادْيات|n, adj|
raw|134||نِي|||||adj|
uncooked|134||نِي|||||adj|
raw|134||مِش مِسْتَوِي|||||adj|
uncooked|134||مِش مِسْتَوِي|||||adj|
reckless|134||مِتْهَوِّر|مِتْهَوْرِين||مِتْهَوْرة|مِتْهَوْرات|n, adj|
careless|134||مِتْهَوِّر|مِتْهَوْرِين||مِتْهَوْرة|مِتْهَوْرات|n, adj|
regretful|134||مِتْحَسِّر|مِتْحَسْرِين||مِتْحَسْرة|مِتْحَسْرات|n, adj|
sorry|134||مِتْحَسِّر|مِتْحَسْرِين||مِتْحَسْرة|مِتْحَسْرات|n, adj|
rich|134||غَنِي|غَنِيِّين||غَنِيّة|غَنِيّات|n, adj|
ripe|134||مِسْتَوِي|||||adj|
rot|134||عَفَن|||||n, adj|
rough|135||خِشِن|خِشْنِين||خِشْنة|خِشْنات|n, adj|
rude|135||جِلِف|جِلْفِين||جِلْفة|جِلْفات|n, adj|
rough|135||جِلِف|جِلْفِين||جِلْفة|جِلْفات|n, adj|
sad|135||حَزِين|حَزِينِين||حَزِينة|حَزِينات|n, adj|
salty|135||مالِح|مالْحِين||مالْحة|مالْحات|n, adj|
seduction|135||إغْراء|إغْراءات||||n|
temptation|||إغْراء|إغْراءات||||n|
lure|||إغْراء|إغْراءات||||n|
self-respect|135||عِزّة نَفْس|||||n|
self-esteem|135||عِزّة نَفْس|||||n|
pride|135||عِزّة نَفْس|||||n|
sensitive|135||حَسّاس|حَسّاسِين||حَسّاسة|حَسّاسات|n, adj|
serious|135||جَدِّي|جَدِّيِّين||جَدِّيّة|جَدِّيّات|n, adj|
shame|135||عِيب|||||n|
short|135||قَصِير|قَصِيرِين||قَصِيرة|قَصِيرات|n, adj|
silent|135||ساكِت|ساكْتِين||ساكْتة|ساكْتات|n, adj|
silent|135||صامِت|صامْتِين||صامْتة|صامْتات|n, adj|
quiet|135||ساكِت|ساكْتِين||ساكْتة|ساكْتات|n, adj|
quiet|135||صامِت|صامْتِين||صامْتة|صامْتات|n, adj|
simple|135||بَسِيط|بَسِيطِين||بَسِيطة|بَسِيطات|n, adj|
sincere|135||مُخْلِص|مُخْلِصِين||مُخْلِصة|مُخْلِصات|n, adj|
faithful|135||مُخْلِص|مُخْلِصِين||مُخْلِصة|مُخْلِصات|n, adj|
loyal|135||مُخْلِص|مُخْلِصِين||مُخْلِصة|مُخْلِصات|n, adj|
dedicated|135||مُخْلِص|مُخْلِصِين||مُخْلِصة|مُخْلِصات|n, adj|
artist|135||فَنّان|فَنّانِين||فَنّانة|فَنّانات|n|
skillful|135||فَنّان|فَنّانِين||فَنّانة|فَنّانات|adj|
skinny|135||نَحِيف|نَحِيفِين||نَحِيفة|نَحِيفات|n, adj|
sleepy|135||نَعْسان|نَعْسانِين||نَعْسانة|نَعْسانات|n, adj|
slow|135||بَطِيء|بَطِيئِين||بَطِيئة|بَطِيئات|n, adj|
young (people)|135||زْغِير|زْغار||زْغِيرة||n, adj|
small (things)|135||زْغِير|زْغار||زْغِيرة||n, adj|
smart|135||ذَكِي|ذَكِيِّين||ذَكِيّة|ذَكِيّات|n, adj|
smart|135||شاطِر|شاطْرِين||شاطْرة|شاطْرات|n, adj|
clever|135||شاطِر|شاطْرِين||شاطْرة|شاطْرات|n, adj|
crafty|135||شاطِر|شاطْرِين||شاطْرة|شاطْرات|n, adj|
good (when said to a child)|135||شاطِر|شاطْرِين||شاطْرة|شاطْرات|n, adj|
smiling|135||مَبْتَسِم|مَبْتَسْمِين||مَبْتَسْمة|مَبْتَسْمات|n, adj|
smooth|135||ناعِم|ناعْمِين||ناعْمة|ناعْمات|n, adj|
soft|135||ناعِم|ناعْمِين||ناعْمة|ناعْمات|n, adj|
sour|136||حامِض|حامْضِين||حامْضة|حامْضات|n, adj|
spiteful|136||حَقُود|حَقُودِين||حَقُودة|حَقُودات|n, adj|
venemous|136||حَقُود|حَقُودِين||حَقُودة|حَقُودات|n, adj|
strange|136||غَرِيب|غَرِيبِين|غُرَباء|غَرِيبة|غَرِيبات|n, adj|
strict|136||مِتْشَدِّد|مِتْشَدِّدِين||مِتْشَدِّدة|مِتْشَدِّدات|n, adj|
strong|136||قَوِي|قَوِيِّين||قَوِيّة|قَوِيّات|n, adj|
stubborn|136||عَنِيد|عَنِيدِين||عَنِيدة|عَنِيدات|n, adj|
hardheaded|136||عَنِيد|عَنِيدِين||عَنِيدة|عَنِيدات|n, adj|
stupid|136||غَبِي|غَبِيِّين|أغْبِياء|غَبِيّة|غَبِيّات|n, adj|
successful|136||ناجِح|ناجْحِين||ناجْحة|ناجْحات|n, adj|
passed|136||ناجِح|ناجْحِين||ناجْحة|ناجْحات|n, adj|
superior|136||مِتْفَوِّق|مِتْفَوْقِين||مِتْفَوْقة|مِتْفَوْقات|n, adj|
outstanding|||مِتْفَوِّق|مِتْفَوْقِين||مِتْفَوْقة|مِتْفَوْقات|n, adj|
surprised|136||مِتْفاجِئ|مِتْفاجْئِين||مِتْفاجْئة|مِتْفاجْئات|n, adj|
shocked|||مَصْدُوم|مَصْدُومِين||مَصْدُومة|مَصْدُومات|n, adj|
beautiful|||جَمِيل|جَمِيلِين||جَمِيلة|جَمِيلات|n, adj|
thick|136||جَمِيل|جَمِيلِين||جَمِيلة|جَمِيلات|n, adj|
thick|136||سَمِيك|سَمِيكِين||سَمِيكة|سَمِيكات|n, adj|
stout|||سَمِيك|سَمِيكِين||سَمِيكة|سَمِيكات|n, adj|
thin|136||رَفِيع|رَفِيعِين||رَفِيعة|رَفِيعات|n, adj|
thirsty|136||عَطْشان|عَطْشانِين||عَطْشانة|عَطْشانات|n, adj|
traitor|136||خايِن|خايْنِين||خايْنة|خايْنات|n, adj|
backstabber|136||خايِن|خايْنِين||خايْنة|خايْنات|n, adj|
trivial|136||تافِه|تافْهِين||تافْهة|تافْهات|n, adj|
petty|136||تافِه|تافْهِين||تافْهة|تافْهات|n, adj|
troublemaker|136||مَشْكَلْجِي|مَشْكَلْجِيِّين||مَشْكَلْجِيّة|مَشْكَلْجِيّات|n, adj|
troublemaker|136||مُشاغِب|مُشاغِبِين||مُشاغِبة|مُشاغِبات|n, adj|
rowdy|||مُشاغِب|مُشاغِبِين||مُشاغِبة|مُشاغِبات|n, adj|
ugly|136||بِشِع|بِشْعِين||بِشْعة|بِشْعات|n, adj|
uncomfortable|136||مِش مِرْتاح|مِش مِرْتاحِين||مِش مِرْتاحة|مِش مِرْتاحات|n, adj|
unjustly accused|136||مَظْلُوم|مَظْلُومِين||مَظْلُومة|مَظْلُومات|n, adj|
oppressed|||مَظْلُوم|مَظْلُومِين||مَظْلُومة|مَظْلُومات|n, adj|
wronged|||مَظْلُوم|مَظْلُومِين||مَظْلُومة|مَظْلُومات|n, adj|
bad|136||عاطِل|عاطْلِين||عاطْلة|عاطْلات|n, adj|
unemployed|136||عاطِل|عاطْلِين||عاطْلة|عاطْلات|n, adj|
upset|136||مِضّايِق|مِضّايْقِين||مِضّايْقة|مِضّايْقات|n, adj|
vain|137||مَغْرُور|مَغْرُورِين||مَغْرُورة|مَغْرُورات|n, adj|
conceited|||مَغْرُور|مَغْرُورِين||مَغْرُورة|مَغْرُورات|n, adj|
proud|||مِتْكَبِّر|مِتْكَبِّرِين||مِتْكَبِّرة|مِتْكَبِّرات|n, adj|
snobby|137||مِتْكَبِّر|مِتْكَبِّرِين||مِتْكَبِّرة|مِتْكَبِّرات|n, adj|
weak|137||ضَعِيف|ضَعِيفِين||ضَعِيفة|ضَعِيفات|n, adj|
skinny|||ضَعِيف|ضَعِيفِين||ضَعِيفة|ضَعِيفات|n, adj|
wet|137||مَبْلُول|مَبْلُولِين||مَبْلُولة|مَبْلُولات|n, adj|
wise|137||حَكِيم|حَكِيمِين||حَكِيمة|حَكِيمات|n, adj|
wide|137||واسِع|||واسْعة||adj|
wide|137||عَرِيض|||عَرِيضة||adj|
broad|||عَرِيض|||عَرِيضة||adj|
worried|137||قَلْقان|قَلْقانِين||قَلْقانة|قَلْقانات|n, adj|
worthy|137||قَيِّم|||قَيِّمة||adj|
valuable|||قَيِّم|||قَيِّمة||adj|
precious|137||ثَمِين|||ثَمِينة||adj|
wrong (people)|137||غَلْطان|غَلْطانِين||غَلْطانة|غَلْطانات|n, adj|
alarm clock|139||ساْعة مُنَبّة|ساعات مُنَبّة||||n|
aquarium|139||حُوض سَمَك|أَحْواض سَمَك||||n|
ashtray|139||مَتَكّة|مَتَكّات||||n|
ashtray|139||مَكَتّة|مَكَتّات||||n|
baby bottle|139||رَضّاعة|رَضّاعات||||n|
sink (bathroom)|139||مَغْسَلة|مَغاسِل||||n|
bathtub|139||بانْيُو|بانْيُوهات||||n|
charger (battery)|139||شاحِن بَطّارِيّة|شَواحِن بَطّارِيّة||||n|
bed|139||تَخِت|تْخُوت||||n|
sheet (bed)|139||شَرْشَف|شَراشِف||||n|
blanket|139||إحْرام|إحْرامات||||n|
bookcase|139||خَزانة كُتُب|خَزايِن كُتُب||||n|
bottle|139||قَنِّينة|قَنانِي||||n|
broom|139||مُكِنْسة|مَكانِس||||n|
brush|139||فُرْشاية|فَراشِي||||n|
bucket (laundry)|139||طُشْت|||||n|
bunk bed|139||تَخِت طابْقِين|||||n|
cabinet|139||خَزانة|خَزايِن|خَزانات|||n|
wardrobe|139||خَزانة|خَزايِن|خَزانات|||n|
locker|139||خَزانة|خَزايِن|خَزانات|||n|
cupboard|139||خَزانة|خَزايِن|خَزانات|||n|
closet|139||خَزانة|خَزايِن|خَزانات|||n|
camera|139||كامِيرا|كامِيرات||||n|
candle|139||شَمْعة|شَمِع||||n|
carpet|139||مُوكِيت|||||n|
recorder|139||مُسَجِّل|مُسَجِّلات||||n|
ceiling|139||سَقِف|سُقُوف|أَسْقُف|||n|
central heating|139||تَدْفِئة مَرْكَزِيّة|||||n|
ceramic tiles|140||سِيرامِيك|||||n|
chair|140||كُرْسِي|كَراسِي||||n|
chandelier|140||ثْرَيّة|ثْرَيّات||||n|
cabinet (china)|140||بُوفِيه|بُوفِيهات||||n|
circuit breaker|140||قاطِع كَهْرَبا|||||n|
clay pot|140||جَرّة|جْرار||||n|
rag (cleaning)|140||شْرِيطة|شَرايِط||||n|
clock|140||ساعة|ساعات||||n|
watch|140||ساعة|ساعات||||n|
hour|140||ساعة|ساعات||||n|
coffee table|140||اسْكَمْلة|اسْكَمْلات||||n|
coffee table|140||طَرَبِيزة|طَرَبِيزات||||n|
coffee table|140||طاوْلة زْغِيرة|طاوْلات زْغِيرة||||n|
end table|140||اسْكَمْلة|اسْكَمْلات||||n|
end table|140||طَرَبِيزة|طَرَبِيزات||||n|
end table|140||طاوْلة زْغِيرة|طاوْلات زْغِيرة||||n|
small table|140||اسْكَمْلة|اسْكَمْلات||||n|
small table|140||طَرَبِيزة|طَرَبِيزات||||n|
small table|140||طاوْلة زْغِيرة|طاوْلات زْغِيرة||||n|
comforter|140||إلِحاف|لُحُف|لِحْفة|||n|
comforter|140||||إلْحافات|||n|
computer|140||كُمْبْيُوتَر|كُمْبْيُوتَرات||||n|
pillow (corner)|140||قُرْنة|قُرَن||||n|
couch|140||كَنَباية|كَنَبايات||||n|
curtain|140||بُرْداية|بَرادِي||||n|
curtain rod|140||جِسِر بَرادِي|جُسُور بَرادِي||||n|
desk|140||مَكْتَب|مَكاتِب||||n|
dining room|140||غُرْفة سُفْرة|غُرَف سُفْرة||||n|
table (dining)|140||طاوْلة سُفْرة|طاوْلات سُفْرة||||n|
doorknob|140||إِيد باب|إِيدِين باب||||n|
drain|140||مَصْرَف|مَصارِف||||n|
drawer|140||دُرْج|دْرُوج||||n|
drawer|140||جَرّار|جَوارِير||||n|
dustpan|140||مَجْرُود|مَجارِيد||||n|
DVD player|140||مُشَغِّل دِي فِي دِي|||||n|
electric plug|141||فِيْش|فِيَش||||n|
fan|141||مَرْوَحة|مَراوِح||||n|
faucet|141||حَنَفِيّة|حَنَفِيّات||||n|
fire extinguisher|141||طَفّاية|طَفّايات||||n|
fireplace|141||مَوْقِد|مَواقِد||||n|
fireplace|141||مَدْفَئة|مَدافِئ||||n|
float|141||عَوّامة|عَوّامات||||n|
buoy|||عَوّامة|عَوّامات||||n|
floor pillow|141||جَنْبِيّة|جَنابِي||||n|
floor pillow|141||جَمْبِيّة|||||n|
cushion|141||جَنْبِيّة|جَنابِي||||n|
cushion|141||جَمْبِيّة|||||n|
flower pot|141||قُوّار|قَواوِير||||n|
container for plants|141||قُوّار|قَواوِير||||n|
doormat|141||مَمْسَحة رِجْلِين|مَماسِح رِجْلِين||||n|
foot towel|141||مَمْسَحة رِجْلِين|مَماسِح رِجْلِين||||n|
freezer|141||فْرِيزَر|فْرِيزَرات||||n|
funnel|141||مُحْقان|مَحاقِين||||n|
furniture|141|||أَثاث||||n|
furniture|141|||عَفِش||||n|
furniture|141|||فَرْش||||n|
furniture|141|||مَفْرُوشات||||n|
grill box|141||مِنْقَل|مَناقِل||||n|
grill box|141||كانُون|كَوانِين||||n|
stove|141||مِنْقَل|مَناقِل||||n|
stove|141||كانُون|كَوانِين||||n|
hamper|141||سَلّة غَسِيل|أسْلال غَسِيل||||n|
laundry basket|141||سَلّة غَسِيل|أسْلال غَسِيل||||n|
hanger|141||عَلّاقة|عَلّاقات||||n|
heater|141||صُوبّة|صُوبّات||||n|
iron|141||مِكْوَى|مَكاوِي||||n|
iron|141||مِكْوَايْ|||||n|
key|141||مُفْتاح|مَفاتِيح||||n|
sink (kitchen)|141||مَجْلى|مَجالِي||||n|
lid|141||غَطا|غُطِي||||n|
lid|141||غَطايْ|||||n|
cover|141||غَطا|غُطِي||||n|
cover|141||غَطايْ|||||n|
light|141||ضَوّ|ضْواو||||n|
light bulb|141||لَمْبة|لَمْبات||||n|
marble (countertops, flooring)|142||رُجام|||||n|
mat|142||حَصِيرة|حُصُر||||n|
mattress|142||فَرْشة|فَرْشات||||n|
medicine cabinet|142||صَيْدَلِّيّة|||||n|
microwave|142||مايْكْرُوِيف|||||n|
mirror|142||مْراية|مُرِي||||n|
neon lights|142||نِيُون|نِيُونات||||n|
fluorescent lights|142||نِيُون|نِيُونات||||n|
neon|142||نِيُون|||||n, adj|
nightlight|142||نَوّاسة|نَوّاسات||||n|
nightstand|142||كُومَدِينا|كُومَدِينات||||n|
outlet|142||فْيُوز|فْيُوزات||||n|
pail|142||سَطِل|سْطُول||||n|
bucket  |142||سَطِل|سْطُول||||n|
peephole|142||عِين سِحْرِيّة|||||n|
phone|142||تَلَفُون|تَلَفُونات||||n|
photo album|142||ألْبُوم صُوَر|ألْبُومات صُوَر||||n|
photograph|142||صُورة|صُوَر||||n|
picture|142||صُورة|صُوَر||||n|
frame (picture)|142||بِرْواز|بَراوِيز||||n|
painting|142||بِرْواز|بَراوِيز||||n|
piggybank|142||سَقّاطة|سَقّاطات||||n|
piggybank|142||حَصّالة|حَصّالات||||n|
piggybank|142||حَوّاشة|حَوّاشات||||n|
pillow   |142||مَخَدّة|مَخَدّات||||n|
pillowcase|142||وِجِه مَخَدّة|وُجُوه مَخَدّات||||n|
plant|142||زَرِّيعة|||||n|
bag (plastic)|142||كِيس|أكْياس||||n|
cover (plastic)|142||مْشَمَّع|مْشَمَّعات||||n|
pottery|142|||فُخّار||||n|
potty chair|143||نُونِيّة|نُونِيّات||||n|
radio|143||رادْيُو|رادْيُوهات||||n|
railing|143||دَرَبْزِين|||||n|
receiver|143||رِيسِيفَر|رِيسِيفَرات||||n|
refrigerator|143||ثَلّاجة|ثَلّاجات||||n|
fridge|144||ثَلّاجة|ثَلّاجات||||n|
remote control|143||رُومُوت كُونْتْرُول|رُومُوتات كُونْتْرُول||||n|
rocking chair|143||كُرْسِي هَزّاز|كَراسِي هَزّاز||||n|
rubber band|143||مُغِيطة|مُغِيط||||n|
rubber band|143||مَطّاطة|مَطّاطات||||n|
rug|143||سِجّادة|سِجّاد||||n|
screen|143||شاشة|شاشات||||n|
set (of something)|143||طَقِم|طْقُوم||||n|
shelf|143||رَفْ|رْفُوف||||n|
shower|143||دُشْ|||||n|
shutter|143||أباجُور|أباجُورات||||n|
smoke detector|143||جِهاز كَشْف الدُّخّان|||||n|
sofa|143||صُوفة|صُوفات||||n|
speaker|143||سَمّاعة|سَمّاعات||||n|
sponge|143||لِيفة|لِيَف||||n|
sponge|143||إسْفِنْجة|إسْفِنْجات||||n|
squeegee|143||قَشّاطة|قَشّاطات||||n|
squeegee|143||مَسّاحة|مَسّاحات||||n|
steel wool|143||سِلْكة|سِلْكات||||n|
stereo|143||سْتِيرْيُو|سْتِيرْيُوهات||||n|
bag (straw)|143||شْوال|شْوالات||||n|
suitcase|143||شَنْتة|شَنْتات||||n|
bag|143||شَنْتة|شَنْتات||||n|
switch|144||كَبْسة|كَبْسات||||n|
table   |144||طاوْلة|طاوْلات||||n|
tarp|144||شادِر|شَوادِر||||n|
traditional metal container|144||طاسة|طاسات||||n|
television|144||تِلْفِزْيُون|تِلْفِزْيُونات||||n|
tissue|144||مَحْرَمة|مَحارِم||||n|
tissue|144||فايْنة|فايْن||||n|
napkin|144||مَحْرَمة|مَحارِم||||n|
napkin|144||فايْنة|فايْن||||n|
kleenex|144||مَحْرَمة|مَحارِم||||n|
kleenex|144||فايْنة|فايْن||||n|
tiolet|144||مِرْحاض|مَراحِيض||||n|
commode|144||مِرْحاض|مَراحِيض||||n|
tongs|144||مِلْقَط|مَلاقِط||||n|
torch|144||لُوكْس|||||n|
towel|144||بَشْكِير|بَشاكِير||||n|
towel|144||مَنْشَفة|مَناشِف||||n|
vacuume cleaner|144||مُكْنِسة كَهْرَبا|مَكانِس كَهْرَبا||||n|
vase|144||مَزْهَرِيّة|مَزْهَرِيّات||||n|
video camera|144||كامِيرا فِيدْيُو|كامِيرات فِيدْيُو||||n|
video cassette|144||شَرِيط فِيدْيُو|أشْرِطة فِيدْيُو||||n|
wallpaper|144||وَرَق حِيط|||||n|
washing machine|144||غَسّالة|غَسّالات||||n|
tank (water, gas, etc)|144||خَزّان|خَزّانات||||n|
valve|144||مَحْبَس|مَحابِس||||n|
water spout|144||مَحْبَس|مَحابِس||||n|
scale|144||مِيزان|مَوازِين||||n|
window|144||شِبّاك|شَبابِيك||||n|
window bars|144||حِماية|حِمايات||||n|
clothing|145||أواعِي|||||n|
accessories|145||أكْسَسُورات|||||n|
personal hygiene|145||النَّظافة الشَّخْصِيّة|||||n|
apron (also female long uniform top)|146||مَرْيُول|مَرايِيل||||n|
duffle|146||شَنْتة|شَناتِي||||n|
backpack|146||شَنْتة|شَناتِي||||n|
bead|146||خَرَزة|خَرَز||||n|
belt|146||قْشاط|قْشاطات||||n|
belt|146||حْزام|حْزامات||||n|
bikini|146||بِكِّينِي|||||n|
blush|146||بْلَشَر|||||n|
body lotion|146||كْرِيم لِلْجِسِم|كْرِيمات لِلْجِسِم||||n|
boot|146||جَزْمة|جِزَم||||n|
bra|146||سِتْيانة|سِتْيانات||||n|
bra|146||صِدْرِيّة|صِدْرِيّات||||n|
bracelet|146||إسْوارة|أساوِر||||n|
button (clothing)|146||زِرْ|زَرايِر|أزْرار|||n|
cloak (traditional female covering)|146||عَباية|عَبايات||||n|
cloak (name of male and female traditional dress)|146||ثُوب|أثْواب||||n|
cloak (traditional female covering with thicker fabric)|146||جِلْباب|جَلابِيب||||n|
clothes brush|146||فُرْشاية أواعِي|فَراشِي أواعِي||||n|
coat|146||كَبُّود|كَبابِيد||||n|
cologne|146||كالُونْيا|||||n|
comb|146||مِشِط|مْشُوط||||n|
conditioner|146||مُنَعِّم شَعَر|||||n|
cotton|146||قُطُن|||||n|
curling iron|146||مَكْواة لِلشَّعَر|||||n|
dental floss|146||خِيط تَنْظِيف أسْنان|||||n|
deoderant|147||مُزِيل عَرَق|مُزِيلات عَرَق||||n|
towel|147||فُوطة|فُوَط||||n|
diaper|147||فُوطة|فُوَط||||n|
traditional dress or gown for men or women|147||دِشْداش|دَشادِيش||||n|
dress|147||فُسْتان|فَساتِين||||n|
earring|147||حَلَق|حْلُوق||||n|
eyebrow pencil|147||ماكِنة حْلاقة كَهْرَبائِيّة|||||n|
eyeliner|147||قَلَم حَواجِب|أقْلام حَواجِب||||n|
eyeliner|147||قَلَم تَخْطِيط|أقْلام تَخْطِيط||||n|
eyeliner|147||قَلَم كُحُل|أقْلام كُحُل||||n|
eyeliner|147||قَلَم كُحْلة|أقْلام كُحْلة||||n|
fur|147||فَرْوة|فَرُوْ||||n|
girdle|147||مَشَدْ|مَشَدّات||||n|
corset|||مَشَدْ|مَشَدّات||||n|
glove|147||كَفّ|كْفُوف||||n|
hair dye|147||صَبْغة شَعَر|صبْغات شَعَر||||n|
hair gel|147||جِلّ شَعَر|||||n|
hair ribbon|147||رَبْطة|رِبَطات||||n|
hair tie|147||رَبْطة|رِبَطات||||n|
