Vocab Word|Page|Type of Plural|Arabic|Plural|Alt. Plural|Fem. Sing.|Fem. Plural|Part of Speech|Verb Type
shoe store|174||مَحَل كَنادِر|مَحَلّات كَنادِر||||n|
shop|174||مَحَل|مَحَلّات||||n|
store|||مَحَل|مَحَلّات||||n|
sidewalk|174||رَصِيف|أرْصِفة||||n|
sign|174||لافِتة|لافِتات||||n|
banner|||لافِتة|لافِتات||||n|
sign|174||لَوْحة|لَوْحات||||n|
painting|||لَوْحة|لَوْحات||||n|
plate|174||لَوْحة|لَوْحات||||n|
sign|174||قارْمة|قارْمات||||n|
plate|174||قارْمة|قارْمات||||n|
sitting room|174||صالُون|صالُونات||||n|
TV room|174||صالُون|صالُونات||||n|
den|174||صالُون|صالُونات||||n|
slaughterhouse|174||مَسْلَخ|مَسالِخ||||n|
space station|174||مَحَطّة فَضاء|مَحَطّات فَضاء||||n|
state (within a country)|174||وِلاية|وِلايات||||n|
statue|174||تِمْثال|تَماثِيل||||n|
street|174||شارِع|شَوارِع||||n|
dumpster|174||حاوِية زْبالة|حاوِيات زْبالة||||n|
suburb|174||ضاحْية|ضَواحِي||||n|
supermarket|174||سُوبَر مارْكِت|||||n|
tent  |174||خِيمة|خِيَم||||n|
theater|174||مَسْرَح|مَسارِح||||n|
ticket|175||تَذْكَرة|تَذاكِر||||n|
tower|175||بُرْج|أبْراج||||n|
toy store|175||مَحَل ألْعاب|مَحَلّات ألْعاب||||n|
traffic light|175||إشارة|إشارات||||n|
traffic police|175||إدارة السِّير|||||n|
train|175||قِطار|قِطارات||||n|
trash can|175||سَلّة زْبالة|سَلّات زْبالة||||n|
tunnel|175||نَفَق|أنْفاق||||n|
university|175||جامِعة|جامِعات||||n|
video store|175||مَحَل فِيدْيُو|مَحَلّات فِيدْيُو||||n|
village|175||قَرْية|قُرَى||||n|
warehouse|175||مَخْزَن|مَخازِن||||n|
storage area|175||مَخْزَن|مَخازِن||||n|
watermelon stand|175||عَرِيشة بَطِيخ|||||n|
yard|175||ساحة|ساحات||||n|
zoo|175||حَدِيقة حَيْوانات|حَدائِق حَيْوانات||||n|
account|177||حِساب|حِسابات||||n|
account number|177||رَقَم الحِساب|أرْقام الحِساب||||n|
ATM card|177||بِطاقة صَرّاف آلِي|بِطاقات صَرّاف آلِي||||n|
debit card|||بِطاقة صَرّاف آلِي|بِطاقات صَرّاف آلِي||||n|
ATM|177||صَرّاف|||||n|
ATM|||صَرّاف آلِي|||||n|
teller|177||صَرّاف|||||n|
bail bond|177||سَنَد كَفالة|سَنَدات كَفالة||||n|
balance|177||رَصِيد|أرْصِدة||||n|
bank|177||بَنْك|بُنُوك||||n|
bank chain|177||سِلْسِلة بُنُوك|سَلاسِل بُنُوك||||n|
bank check|177||شِك بَنْكِيّة|شِكّات بَنْك||||n|
bank draft|177||حَوالة بَنْكِيّة|حَوالات بَنْكِيّة||||n|
money transfer|177||حَوالة بَنْكِيّة|حَوالات بَنْكِيّة||||n|
bankable bill|177||كُمْبِيالة مَصْرِفِيّة|كُمْبِيالات مَصْرِفِيّة||||n|
banknote|177||عُمْلة وَرَقِيّة|||||n|
bankruptcy|177||إفْلاس|||||n|
bankrupt|||مُفْلِس|||||adj|
basic salary|177||راتِب أساسِي|رَواتِب أساسِيّة||||n|
bill book|177||دَفْتَر كُمْبِيالات|دَفاتِر كُمْبِيالات||||n|
bill of credit|177||سَنَد إعْتِماد|سَنَدات إعْتِماد||||n|
bill of entry|177||كَشْف إسْتِيراد|كُشُوفات إسْتِيراد||||n|
blank check|177||شِك عَلى بَياض|شِكّات عَلى بَياض||||n|
bond|177||سَنَد|سَنَدات||||n|
investment bond|||سَنَد إسْتِثْمار|سَنَدات إسْتِثْمار||||n|
bond|||سَنَد إسْتِثْمار|سَنَدات إسْتِثْمار||||n|
bonus|177||مُكافَأة|مُكافآت||||n|
branch (of an institution)|177||فِرَع|فُرُوع||||n|
bribe|177||رَشْوة|رَشْوات||||n|
budget|177||مِيزانِيّة|مِيزانِيّات||||n|
cash|177||كاش|||||n|
cashbox|177||صَنْدُوق الكاش|||||n|
central bank|178||المَصْرِف المَركَزِي|||||n|
central bank|178||البَنْك المَرْكَزِي|||||n|
check  |178||شِك|شِكّات||||n|
checkbook|178||دَفْتَر شِكّات|دَفاتِر شِكّات||||n|
commission|178||عُمُولة|عُمُولات||||n|
creditor|178||دائِن|دائِنِين||||n|
current account|178||حِساب جارِي|حِسابات جارِيّة||||n|
debt|178||دَيْن|دُيُون||||n|
discount|178||خَصِم|خُصُومات||||n|
draft|178||حَوالة|حَوالات||||n|
exchange office|178||مَكْتَب صْرافة|||||n|
expense|178||مَصْرُوف|مَصارِيف||||n|
form|178||نَمُوذْج|نَماذِج||||n|
form|||فُورْم|||||n|
interest|178||فائِدة|فَوائِد||||n|
interest rate|178||سِعِر الفائِدة|أسْعار الفائِدة||||n|
loan|178||قَرْض|قُرُوض||||n|
money|178||مَصارِي|||||n|
money transfer|178||تَحْوِيل مَصارِي|||||n|
monthly statement|178||كَشْف الحِساب الشَّهْرِي|كُشُوفات الحِساب الشَّهْرِي||||n|
savings bank|178||بَنْك إدِّخار|||||n|
savings bank|178||بَنْك تَوْفِير|||||n|
share|178||سَهِم|أسْهُم||||n|
teller|178||أمِين الصَّنْدُوق|||||n|
check, traveler's|178||شِك سِياحِي|شِكّات سِياحِيّة||||n|
vault|178||خَزِينة|خَزائِن||||n|
academic year|180||سِنة دِراسِيّة|سِنَوات دِراسِيّة||||n|
acceptance|180||القُبُول|||||n|
advanced|180||مُتَقَدِّم|مُتَقَدِّمِين||||n, adj|
algebra|180||عِلْم الجَبْر|||||n|
arabic literature|180||الأَدَب العَرَبِيّ|||||n|
art|180||فَن|فُنُون||||n|
auditorium|180||قاعة|قاعات||||n|
concert hall|180||قاعة|قاعات||||n|
beginner|180||مُبْتَدِئ|مُبْتَدِئِين||||n, adj|
bell|180||جَرَس|أجْراس||||n|
cafeteria |180||كَفْتِيرْيا|كَفْتِيرْيات||||n|
cafeteria (in the school)|180||مَقْصَف|مَقاصِف||||n|
classmate|180||إبْن صَفّ|أوْلاد صَفّ||||n|
classmate|180||زَمِيل|زُمَلاء||||n|
colleague|180||زَمِيل|زُمَلاء||||n|
college|180||كُلِّيّة|كُلِّيّات||||n|
college degree|180||شَهادة جامِعِيّة|شَهادات جامِعِيّة||||n|
course|180||دَوْرة|دَوْرات||||n|
culture|180||ثَقافة|ثَقافات||||n|
curriculum|180||مِنْهاج|مَناهِج||||n|
dean of college|180||عَمِيد الكُلِّيّة|عُمَداء الكُلِّيّة||||n|
diploma certificate|180||شَهادة دِبْلُوم|شَهادات دِبْلُوم||||n|
doctorate|180||دُكْتُوراة|||||n|
educated|180||مُثَقَّف|مُثَقَّفِين||||n, adj|
education|180||تَعْلِيم|||||n|
elementary  |180||إبْتِدائِي|||||adj|
engineering|180||هَنْدَسة|||||n|
expedition|181||بِعْثة|بِعْثات||||n|
faculty of arts|181||كُلِّيّة الآداب|||||n|
faculty of law|181||كُلِّيّة الحُقُوق|||||n|
first edition|181||الطَّبْعة الأُولى|||||n|
semester|181||فَصْل|فُصُول||||n|
term|181||فَصْل|فُصُول||||n|
GPA (grade point average)|181||مُعَدَّل العَلامات|||||n|
graduate|181||خِرِّيج|خَرِّيجِين||||n|
higher study|181||دِراسة عُلْيا|دِراسات عُلْيا||||n|
graduate study|||دِراسة عُلْيا|دِراسات عُلْيا||||n|
intermediate|181||مُتَوَسِّط|||||adj|
junior high school|181||مَدْرَسة إعْدادِيّة|مَدارِس إعْدادِيّة||||n|
prepatory school|181||مَدْرَسة إعْدادِيّة|مَدارِس إعْدادِيّة||||n|
junior high school|181||أساسِي|||||n|
middle school|181||أساسِي|||||n|
kindergarten 1|181||بُسْتان|||||n|
kindergarten 2|181||تَمْهِيدِي|||||n|
lab|181||مُخْتَبَر|مُخْتَبَرات||||n|
last edition|181||الطَّبْعة الأَخِيرة|||||n|
lecture|181||مُحاضَرة|مُحاضَرات||||n|
lesson|181||دَرْس|دُرُوس||||n|
lesson|181||حِصّة|حِصَص||||n|
class|||حِصّة|حِصَص||||n|
level|181||مُسْتَوى|مُسْتَوَيات||||n|
major (field of study)|181||مَجال التَّخَصُّص الرَّئِيسِي|||||n|
medical|181||طِبِّي|||||adj|
medicine (science of)|||طِبّ|||||n|
military school|181||مَدْرَسة عَسْكَرِيّة|مَدارِس عَسْكَرِيّة||||n|
minor (field of study)|181||المَجال الثّانَوِي|||||n|
nursery|181||رَوْضة|||||n|
payment|181||قِسْط|أَقْساط||||n|
installment|||قِسْط|أَقْساط||||n|
pedagogical|182||تَرْبَوِيّ|||||adj|
Ph.D.|182||شِهادة دُكْتُوراة|شِهادات دُكْتُوراة||||n|
philosophy|182||فَلْسَفة|||||n|
practitioner room|182||غُرْفة مِهَنِي|غُرَف مَهَنِيّة||||n|
primary school|182||مَدْرَسة إبْتِدائِيّة|مَدارِس إبْتِدائِيّة||||n|
elementary school|||مَدْرَسة إبْتِدائِيّة|مَدارِس إبْتِدائِيّة||||n|
principal|182||مُدِير|مُدَرَا||||n|
manager|182||مُدِير|مُدَرَا||||n|
principal's office|182||مَكْتَب المُدِير|مَكاتِب المُدِير||||n|
private school|182||مَدْرَسة خاصّة|مَدارِس خاصّة||||n|
public school|182||مَدْرَسة حُكُومِيّة|مَدارِس حُكُومِيّة||||n|
registration|182||التَّسْجِيل|||||n|
scholarship|182||مِنْحة|مِنَح||||n|
science|182||عِلْم|عُلُوم||||n|
high school|182||مَدْرَسة ثانَوِيّة|مَدارِس ثانَوِيّة||||n|
secondary school|182||مَدْرَسة ثانَوِيّة|مَدارِس ثانَوِيّة||||n|
slide|182||سُحْسِيلة|||||n|
sociology|182||عِلْم إجْتِماع|||||n|
student|182||طالِب|طُلّاب|طَلِبة|||n|
study|182||دِراسة|دِراسات||||n|
tawjihi certificate|182||شِهادة تَوْجِيهِي|شِهادات تَوْجِيهِي||||n|
high school diploma|182||شِهادة تَوْجِيهِي|شِهادات تَوْجِيهِي||||n|
teacher|182||مُدَرِّس|مُدَرِّسِين||||n|
teacher|182||أُسْتاذ|أساتِذة||||n|
teacher|182||مُعَلِّم|مُعَلِّمِين||||n|
uniform (school)|182||زِيّ مَدْرَسِي|||||n|
university|182||جامْعة|جامْعات||||n|
university graduate|182||جامِعِي|جامِعِيُّون||||n|
university student|182||جامِعِي|جامِعِيُّون||||n|
vocational school|182||مَدْرَسة مِهَنِيّة|مَدارِس مِهَنِيّة||||n|
volume (book)|182||مُجَلَّد|مُجَلَّدات||||n|
agenda|184||أجِنْدة|||||n|
binder|184||دُوسِيّة|دُوسِيّات||||n|
binding (book)|184||تَجْلِيد|||||n|
biology|184||أحْياء|||||n|
blank  |184||فَراغ|فَراغات||||n|
book|184||كِتاب|كُتُب||||n|
calendar|184||رُزْنامة|رُزْنامات||||n|
calendar|184||تَقْوِيم|تَقْوِيمات||||n|
carbon paper|184||كَرْبُونة|كَرْبُونات||||n|
chair|184||كُرْسِي|كَراسِي||||n|
chalk  |184||طَبْشُورة|طَباشِير||||n|
chalkboard|184||لُوح|ألْواح||||n|
chalkboard|184||سَبُّورة|سَبُّورات||||n|
chalkboard eraser|184||مَسَّاحة|مَسَّاحات||||n|
chemistry|184||الكِيمْياء|||||n|
classroom|184||صَفّ|صُفُوف||||n|
pen|184||قَلَم|أقْلام||||n|
pencil|||قَلَم|أقْلام||||n|
writing utensil|||قَلَم|أقْلام||||n|
colored|184||مُلَوَّن|مُلَوَّنِين||مُلَوَّنة|مُلَوَّنات|n, adj|
compass|184||فِرْجار|||||n|
cover (book)|184||غِلاف|غِلافات||||n|
desk|184||مَكْتَب|مَكاتِب||||n|
diary|184||مُفَكِّرة|مُفَكِّرات||||n|
dictation|184||إمْلاء|||||n|
dictionary|184||قامُوس|قَوامِيس||||n|
division|184||قِسْمة|||||n|
hole punch|184||مِثْقَب|مَثاقِب||||n|
drill|184||مِثْقَب|مَثاقِب||||n|
encyclopedia|184||مَوْسُوعة|مَوْسُوعات||||n|
eraser|184||مَحّاية|مَحّايات||||n|
exercise book|185||دَفْتَر تَمارِين|دَفاتِر تَمارِين||||n|
file|185||مَلَف|مَلَفات||||n|
flag|185||عَلَم|أَعْلام||||n|
font|185||خَط|خُطُوط||||n|
geography|185||جُغَرافِيّة|||||n|
geology|185||عِلْم طَبَقات الأَرْض|||||n|
globe|185||كُرة أرْضِيّة|||||n|
glue|185||صَمِغ|||||n|
grammer|185||قَواعِد|||||n|
history|185||تارِيخ|||||n|
homework|185||واجِب|واجِبات||||n|
duty|||واجِب|واجِبات||||n|
assignment|||واجِب|واجِبات||||n|
ink|185||حِبْر|أَحْبار||||n|
lab|185||مُخْتَبَر|مُخْتَبَرات||||n|
language|185||لُغة|لُغات||||n|
locker room|185||غُرْفة غَيار|غُرَف غَيار||||n|
map|185||خَرِيطة|خَرايِط|خَرائِط|||n|
marker|185||قَلَم فُولُوماسْتِر|||||n|
mathematics|185||رِياضِيّات|||||n|
microscope|185||مَجْهَر|مَجاهِر||||n|
minus|185||ناقِص|نَواقِص||||adj|
multiplication|185||ضَرْب|||||n|
notebook|185||دَفْتَر|دَفاتِر||||n|
novel|185||رِواية|رِوايات||||n|
exam, oral|185||إمْتِحان شَفَوِيّ|إمْتِحانات شَفَوِيّة||||n|
paper|185||وَرَقة|أوْراق|وَرَق|||n|
paperclip|185||مَشْبَك وَرَق|مَشابِك وَرَق||||n|
paper ream|186||ماعُون وَرَق|مَواعِين وَرَق||||n|
pen|186||قَلَم حِبْر|أقْلام حِبْر||||n|
pencil|186||قَلَم رَصاص|أقْلام رَصاص||||n|
pencil case|186||مَقْلَمة|مَقالِم|مَقْلَمات|||n|
plus|186||زائِد|||||adj|
poem|186||قَصِيدة|قَصائِد||||n|
poetry|186||شِعْر|أشْعار||||n|
poetry|||شِعْرِي|||||adj|
quiz|186||إمْتِحان قَصِير|إمْتِحانات قَصِيرة||||n|
reading book|186||كِتاب قِراءَة|||||n|
reference|186||مَرْجِع|مَراجِع||||n|
ruler|186||مِسْطَرة|مَساطِر||||n|
scissor|186||مَقَصّ|مَقَصّات||||n|
seat|186||مَقْعَد|مَقاعِد||||n|
shelf|186||رَفّ|رْفُوف||||n|
sport|186||رِياضة|||||n|
stapler|186||مَكْبَس|مَكابِس||||n|
stationary|186||قُرْطاسِيّة|قُرْطاسِيّات||||n|
story|186||قِصّة|قِصَص||||n|
swing|186||مُرْجِيحة|مَراجِيح||||n|
synonym|186||مُرادِف|مُرادِفات||||n|
telescope|186||مِقْراب|مَقارِيب||||n|
telescope|186||تِلِيسْكُوب|تِلِيسْكُوبات||||n|
terminology|186||إصْطِلاح|إصْطِلاحات||||n|
test|186||إمْتِحان|إمْتِحانات||||n|
exam  |186||إمْتِحان|إمْتِحانات||||n|
text|186||نَص|نُصُوص||||n|
whiteboard|186||لُوح أبْيَض|ألْواح بَيٍضة||||n|
writing utensil|186||كِتابة|كِتابات||||n|
color |187||لُون|ألْوان||||n|
black|188||أسْوَد|سُود||سُودا||adj|
blue|188||أزْرَق|||زَرْقا||adj|
brown|188||بِنِّي|||بِنِّيّة||adj|
burgundy|188||خَمْرِي|||خَمْرِيّة||adj|
dark|188||غامِق|||غامِقة||adj|
dark gray |188||رَصاصِي|||رَصاصِيّة||adj|
fading|188||باهِت|||باهِتة||adj|
golden|188||ذَهَبِي|||ذَهَبِيّة||adj|
gray|188||رَمادِي|||رَمادِيّة||adj|
green|188||أخْضَر|||خَضْرا||adj|
hazel|188||عَسَلِي|||عَسَلِيّة||adj|
honey|188||عَسَلِي|||عَسَلِيّة||adj|
light|188||فاتِح|||فاتِحة||adj|
light brown|188||حِنْطِي|||حِنْطِيّة||adj|
oragne|188||بُرْتُقالِي|||بُرْتُقالِيّة||adj|
purple|188||نَهْدِي|||نَهْدِيّة||adj|
red|188||أحْمَر|||حَمْرا||adj|
reddish brown|188||كَسْتَنائِي|||كَسْتَنائِيّة||adj|
rosy|188||وَرْدِي|||وَرْدِيّة||adj|
silver|188||فِضِّي|||فِضِّيّة||adj|
sky blue|188||أزْرَق سَماوِي|||||adj|
tan|188||أسْمَر|||سَمْرا||adj|
violet|188||بَنَفْسَجِي|||بَنَفْسَجِيّة||adj|
white |188||أبْيَض|||بَيْضا||adj|
yellow|188||أصْفَر|||صَفْرا||adj|
musical instrument|189||آلة مُوسِيقِيّة|آلات مُوسِيقِيّة||||n|
accordion|190||أكُورْدْيُون|||||n|
arabic drum|190||طَبْلة|طَبْلات||||n|
band|190||فِرْقة مُوسِيقِيّة|فِرَق مُوسِيقِيّة||||n|
bow|190||قَوْس|أقْواس||||n|
cello|190||تْشِيلُو|||||n|
clarinet|190||كْلارِينِت|||||n|
concert  |190||حَفْلة مُوسِيقِيّة|حَفْلات مُوسِيقِيّة||||n|
drums|190||دْرَمْز|||||n|
flute|190||شَبّابة|||||n|
flute|190||فْلُوت|||||n|
french horn|190||بُوق فَرَنْسِي|أبْواق فَرَنْسِيّة||||n|
guitar|190||جِيتار|جِيتارات||||n|
lute|190||عُود|أعْواد||||n|
lyrics|190||كَلِمات|||||n|
note (musical)|190||نُوتة|نُوتات||||n|
oboe|190||مِزْمار|مَزامِير||||n|
orchestra|190||أُورْكِسْتْرا|||||n|
piano|190||بْيانُو|||||n|
spike fiddle|190||رَبابة|رَبابات||||n|
recorder (the instrument)|190||ناي|||||n|
saxophone|190||ساكْسُفُون|ساكْسُفُونات||||n|
singer|190||مُغَنِّي|مُغَنِّيِّين||||n|
singer|190||مُطْرِب|مُطْرِبِين||||n|
vocalist|190||مُطْرِب|مُطْرِبِين||||n|
string (of instrument)|190||وَتَر|أوْتار||||n|
tambourine|190||دَف|دُفُوف||||n|
compose|190||لَحَّن|||||v|
dance|190||رَقِص|||||v|
trombone|190||تْرُومْبُون|||||n|
trumpet|190||بُوق|أبْواق||||n|
horn (instrument)|190||بُوق|أبْواق||||n|
violin|190||كَمان|كَمانات||||n|
xylophone|190||زِيلُوفُون|||||n|
hobby|191||هَواية|هَوايات||||n|
action|192||آكْشِن|||||n|
adventure|192||مُغامَرة|مُغامَرات||||n|
hobbyist|192||هاوِي|هُواة||||n|
amateur|192||هاوِي|هُواة||||n|
football (american)|192||كُرة القَدَم الأَمْرِيكِيّة|||||n|
archery|192||الرَّماية|||||n|
armor|192||دِرْع|دُرُوع||||n|
arrow|192||سَهِم|أسْهُم||||n|
assistant referee|192||حَكَم راية|حُكّام راية||||n|
association|192||إتِّحاد|إتِّحادات||||n|
althete|192||رِياضِي|رِياضِيِّين||||n|
audience|192||جُمْهُور|جَماهِير||||n|
crowd|192||جُمْهُور|جَماهِير||||n|
award|192||جائِزة|جَوائِز||||n|
prize|192||جائِزة|جَوائِز||||n|
ballet|192||رَقْص بالَيه|||||n|
baseball|192||بَيْسْبُول|||||n|
baseball bat|192||مَضْرَب البَيْسْبُول|||||n|
basketball|192||كُرة سَلّة|||||n|
billiards|192||بِلْيارْدُو|||||n|
pool (billiards)|192||بِلْيارْدُو|||||n|
boating|192||رُكُوب الزَّوْرَق|||||n|
sailing|192||رُكُوب الزَّوْرَق|||||n|
body building|192||كَمال أَجْسام|||||n|
bow|192||قَوْس|أقْواس||||n|
bowling|192||بُولِنْج|||||n|
boxing|192||مُلاكَمة|||||n|
boxing glove|192||قَفّاز مُلاكَمة|قَفّازات مُلاكَمة||||n|
break a record|192||تَحْطِيم الرَّقْم القِياسِي|||||n|
bronze|192||مِيدالْية|مِيدالْيات||||n|
medal|192||بُرُونْزِي|||بُرُونْزِيّة||adj|
camp|192||مُخَيَّم|مُخَيَّمات||||n|
trainer|192||كابْتِن|كَباتِن||||n|
trainer|192||مُدَرِّب|مُدَرِّبِين||||n|
coach|192||كابْتِن|كَباتِن||||n|
coach|192||مُدَرِّب|مُدَرِّبِين||||n|
carnival|192||كَرْنَفال|كَرْنَفالات||||n|
cartoon|193||كَرْتُون|||||n|
centerline|193||خَط الوَسَط|||||n|
championship|193||بُطُولة|بُطُولات||||n|
cheer|193||تَشْجِيع|||||n|
chess|193||شَطَرَنْج|||||n|
club|193||نادِي|نَوادِي|أنْدِية|||n|
fitness club|193||نادِي|نَوادِي|أنْدِية|||n|
coin collection|193||جَمِع العُمْلات|||||n|
comedy|193||كُومِيدِي|||||n|
committee|193||لَجْنة|لَجْنات||||n|
competition|193||مُنافَسة|مُنافَسات||||n|
corner kick|193||ضَرْبة رُكْنِيّة|ضَرْبات رُكْنِيّة||||n|
deadline|193||خَط النِّهاية|||||n|
defender|193||مُدافِع|مُدافِعِين||||n|
defense|193||دِفاع|دِفاعات||||n|
diamond|193||دِينارِي|||||n|
dice|193||نَرْد|||||n|
dice|193||زَهِر|||||n|
diving mask|193||قِناع الغُوض|||||n|
dominoes|193||دِيمْنُوس|||||n|
exercise|193||تَمْرِين|تَمارِين||||n|
drill|193||تَمْرِين|تَمارِين||||n|
fencing|193||مُبارَزة بالسِّيف|||||n|
field goal|193||مَنْطِقة جَزاء|||||n|
field|193||مَلْعَب|مَلاعِب||||n|
playground|193||مَلْعَب|مَلاعِب||||n|
stadium|193||مَلْعَب|مَلاعِب||||n|
fin |193||زَعْنَفة|زَعانِف||||n|
final|193||نِهائِي|||نِهائِيّة||adj|
fireworks|193||ألْعاب نارِيّة|||||n|
half (the game)|193||شُوط|||||n|
fishing|194||صِيد السَّمَك|||||n|
fishing net|194||شَبَكة صِيد سَمَك|||||n|
fishing rod|194||عَصاية الصِّنارة|||||n|
disk|194||قُرْص|أقْراص||||n|
flying|194||طائِر|||طائِرة||adj|
forward|194||مُهاجِم|مُهاجِمِين||||n|
striker|194||مُهاجِم|مُهاجِمِين||||n|
attacker|||مُهاجِم|مُهاجِمِين||||n|
goal|194||جُول|أجْوال||||n|
goal|194||هَدَف|أهْداف||||n|
goalkeeper|194||حارِس مَرْمى|حُرّاس مَرْمى||||n|
goalpost|194||عارْضة|||||n|
gold, golden|194||ذَهَبِيّة|||ذَهَبِيّة||adj|
golf|194||غُولْف|||||n|
golf club|194||عَصاية الغُولْف|||||n|
gymnastics|194||جُمْباز|||||n|
halftime|194||نُصّ الوَقِت|||||n|
helmet|194||خُوذة|خُوَد||||n|
hide and seek (game)|194||الغُمّاية|||||n|
hide and seek (game)|194||طُمّاية|||||n|
hockey stick|194||عَصاية الهُوكِي|||||n|
horror|194||رُعُب|||||n|
horse riding|194||رُكُوب الخِيل|||||n|
horsemanship|194||الفُرُوسِيّة|||||n|
horse racing|194||سِباق الخِيل|||||n|
hunting|194||صِيد|||||n|
hunting dog|194||كَلْب صِيد|||||n|
ice hockey|194||لِعْبة الهُوكِي|||||n|
ice skating|194||التَّزَلُّج عَلى الجَلِيد|||||n|
jogging|194||هَرْوَلة|||||n|
judo|194||جُودُو|||||n|
kite|194||طَبَق|أَطْباق||||n|
kite|194||طَيّارة|طَيّارات||||n|
lantern|195||فانُوس|فَوانِيس||||n|
league|195||دَوْرِي|||||n|
life vest|195||صِدْرِيّة النَّجاة|||||n|
loss|195||خَسارة|||||n|
marathon|195||ماراثُون|||||n|
marbles|195||قُلّ|قْلُول||||n|
match|195||مُباراة|مُبارَيات||||n|
game|195||مُباراة|مُبارَيات||||n|
medal|195||وِسام|أوْسِمة||||n|
member|195||عُضُو|أَعْضاء||||n|
membership|195||عُضْوِيّة|||||n|
player|195||لاعِب|لاعِبِين||||n|
film|195||فِيلْم|أَفْلام||||n|
movie|195||فِيلْم|أَفْلام||||n|
net|195||شَبَكة|شَبَكات||||n|
network|||شَبَكة|شَبَكات||||n|
official|195||حَكَم|حُكّام||||n|
referee|195||حَكَم|حُكّام||||n|
offsides (in soccer)|195||تَسَلُّل|||||n|
olympics|195||الأَلْعاب الأُولِمْبِيّة|||||n|
opera |195||أُوبِرا|||||n|
opponent|195||خَصِم|خْصُوم||||n|
rival|195||خَصِم|خْصُوم||||n|
8-ball|195||خَصِم|خْصُوم||||n|
overtime|195||وَقِت إضافِي|||||n|
freetime|195||وَقِت إضافِي|||||n|
pass|195||تَمْرِيرة|تَمْرِيرات||||n|
penalty|195||ضَرْبة جَزاء|||||n|
penalty|195||بَنَلْتِي|||||n|
play (theater)|195||مَسْرَحِيّة|مَسْرَحِيّات||||n|
show (theater)|195||مَسْرَحِيّة|مَسْرَحِيّات||||n|
playing cards|195||كَرْت شَدّة|كُرُوت شَدّة||||n|
professional|195||مُحْتَرِف|مُحْتَرِفِين||||n|
puppet|195||دُمْية مُتَحَرِّكة|دُمى مُتَحَرِّكة||||n|
puzzle|196||لِعْبة تَرْكِيب|أَلْعاب تَرْكِيب||||n|
race|196||سِباق|سِباقات||||n|
racquetball|196||رَكِتْبُول|||||n|
rival|196||مُنافِس|مُنافِسِين||||n|
rock, paper, scissors |196||حَجَر وَوَرَقة وَمَقَصّ|||||n|
romance|196||رُومَنْسِي|||||n|
rope|196||حَبِل|حْبال||||n|
saddle|196||سَرْج|||||n|
sail |196||شِراع|أَشْرِعة||||n|
science fiction|196||خَيال عِلْمِي|||||n|
result|196||نَتِيجة|نَتائِج||||n|
score|196||نَتِيجة|نَتائِج||||n|
scuba diving|196||غَوْض|||||n|
silver|196||فِضِّي|||فِضِّيّة||adj|
skate|196||زَلّاجة|||||n|
ski|196||زَلّاجة|||||n|
jump rope|196||حَبْلة|||||n|
skipping rope|197||حَبْلة|||||n|
sleeping bag|196||كِيس نُوم|أكْياس نُوم||||n|
snowboarding|196||التَّزَلُّج عَلى الثَّلْج|||||n|
skiing|196||التَّزَلُّج عَلى الثَّلْج|||||n|
soccer  |196||كُرة القَدَم|||||n|
soccer ball|196||فُطْبُول|فَطابِل||||n|
ball|196||طابة|طابات||||n|
ball|196||كُرة|كُرات||||n|
spades|196||بَسْتُونِي|||||n|
sports announcer|196||مُعَلِّق رِياضِي|||||n|
announcer|196||مُعَلِّق|||||n|
stamp collection|196||جَمِع طَوابِع|||||n|
collection|196||جَمِع|||||n|
collecting|||تَجْمِيع|||||n|
steroid|196||مُنَشِّط|مُنَشِّطات||||n|
substitute|196||لاعِب إحْتِياط|لاعِبِين إحْتِياط||||n|
surfing|196||رُكُوب الأَمْواج|||||n|
table tennis|196||كُرة الطّاوْلة|||||n|
ping-pong|196||كُرة الطّاوْلة|||||n|
team|197||فَرِيق|قِرَق||||n|
tennis   |197||تِنِس|||||n|
tennis racket|197||مَضْرَب كُرة تِنِس|||||n|
thread hook|197||خِيط الصِّنّارة|||||n|
tie breaker|197||شُوط حاسِم|||||n|
timeout|197||وَقِت مُسْتَقْطَع|||||n|
toy|197||لُعْبة|أَلْعاب||||n|
game|197||لُعْبة|أَلْعاب||||n|
doll|197||لُعْبة|أَلْعاب||||n|
trap|197||مَصْيَدة|مَصايِد||||n|
volleyball|197||كُرة طائِرة|||||n|
warming up|197||تِحْماية|||||n|
water polo|197||كُرة الماء|||||n|
waterskiing|197||التَّزَلُّج عَلى الماء|||||n|
weight |197||وَزِن|أوْزان||||n|
weightlifting|197||رَفِع أثْقال|||||n|
weightlifting|197||رَفِع حَدِيد|||||n|
wrestler|197||مُصارِع|||||n|
wrestling|197||مُصارَعة|||||n|
department|198||قَسِم|أقْسام||||n|
government|198||حُكُومِي|||حُكُومِيّة||adj|
government|||حُكُومة|حُكُومات||||n|
municipality|199||أمانة|أمانات||||n|
stock exchange|199||بُورْصة|بُورْصات||||n|
stock market|||بُورْصة|بُورْصات||||n|
bureau|199||دِيوان|دَواوِين||||n|
court|||دِيوان|دَواوِين||||n|
office|||دِيوان|دَواوِين||||n|
accounting|199||مُحاسِبة|||||n|
bank|199||بَنْك|بُنُوك||||n|
central|199||مَرْكَزِي|||مَرْكَزِيّة||n|
department|199||دائِرة|دَوائِر||||n|
customs|199||جُمْرُك|جَمارِك||||n|
